virusIsolate	virusStrain	virusYear	serumIsolate	serumStrain	serumYear	titer	source
A/Genoa/8/2007	A/Genoa/8/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Mar
A/Georgia/16/2007	A/Georgia/16/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	320	MRC2007Sep
A/HongKong/1759/2007	A/HongKong/1759/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Sep
A/HongKong/2387/2007	A/HongKong/2387/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep
A/HongKong/2613/2007	A/HongKong/2613/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep
A/HongKong/2637/2004	A/HongKong/2637/2004	2004	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2006Sep
A/HongKong/2652/2006	A/HongKong/2652/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Mar
A/HongKong/2652/2006	A/HongKong/2652/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Sep
A/HongKong/2652/2006	A/HongKong/2652/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Sep2
A/HongKong/456/2006	A/HongKong/456/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2006Sep
A/HongKong/948/2006	A/HongKong/948/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Iceland/43/07	A/Iceland/43/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Sep
A/Iceland/49/07	A/Iceland/49/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Sep
A/Incheon/2647/07	A/Incheon/2647/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep
A/Istanbul/540/2006	A/Istanbul/540/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2006Sep
A/Johannesburg/131/2006	A/Johannesburg/131/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Johannesburg/141/07	A/Johannesburg/141/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep
A/Johannesburg/148/07	A/Johannesburg/148/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep2
A/Johannesburg/67/07	A/Johannesburg/67/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep2
A/Johannesburg/80/07	A/Johannesburg/80/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep
A/Khabarovsk/21/2006	A/Khabarovsk/21/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Khabarovsk/499/07	A/Khabarovsk/499/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Sep
A/Kitakyusyu/6/2007	A/Kitakyusyu/6/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep2
A/Latvia/4318/07	A/Latvia/4318/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Sep
A/Latvia/5172/2006	A/Latvia/5172/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Lisbon/40/2006	A/Lisbon/40/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2006Sep
A/Lyon/291/2007	A/Lyon/291/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Mar
A/Lyon/30/2007	A/Lyon/30/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Mar
A/Madagascar/2649/2006	A/Madagascar/2649/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Mar
A/Malaysia/472/2007	A/Malaysia/472/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	<40	MRC2007Sep
A/Malaysia/472/2007	A/Malaysia/472/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	<40	MRC2007Sep2
A/Mauritius/507/2007	A/Mauritius/507/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	<40	MRC2007Sep2
A/Mauritius/543/2007	A/Mauritius/543/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Sep
A/Mauritius/610/2007	A/Mauritius/610/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep2
A/Montpellier/493/2006	A/Montpellier/493/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Morocco/229/2006	A/Morocco/229/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Mar
A/Moscow/50/2006	A/Moscow/50/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2006Sep
A/Napoli-ISS/4/07	A/Napoli/4/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Mar
A/Netherlands/128/04	A/Netherlands/128/2004	2004	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Netherlands/2/2007	A/Netherlands/2/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Mar
A/NewCaledonia/20/99	A/NewCaledonia/20/1999	1999	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/NewCaledonia/20/99	A/NewCaledonia/20/1999	1999	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Mar
A/NewCaledonia/20/99	A/NewCaledonia/20/1999	1999	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Sep
A/NewCaledonia/20/99	A/NewCaledonia/20/1999	1999	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Sep2
A/Niedersachsen/1/07	A/Niedersachsen/1/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Mar
A/Norway/2285/2006	A/Norway/2285/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Mar
A/Norway/651/2007	A/Norway/651/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Sep
A/Norway/900/2006	A/Norway/900/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2006Sep
A/NoviSad/150/2006	A/NoviSad/150/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Paris/160/2007	A/Paris/160/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Mar
A/Paris/1738/2007	A/Paris/1738/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Sep
A/Paris/2179/2006	A/Paris/2179/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Parma/11/2006	A/Parma/11/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Mar
A/Parma/4/2006	A/Parma/4/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2006Sep
A/Pennsylvania/1/2007	A/Pennsylvania/1/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Sep2
A/Peru/1169/2007	A/Peru/1169/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	320	MRC2007Sep2
A/Pol/Bydgoszcz/3/2006	A/Pol/Bydgoszcz/3/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	320	MRC2006Sep
A/Salamanca/33/2006	A/Salamanca/33/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Samara/128/2006	A/Samara/128/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2006Sep
A/Singapore/26/2007	A/Singapore/26/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep
A/SolomonIslands/3/2006	A/SolomonIslands/3/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Mar
A/SolomonIslands/3/2006	A/SolomonIslands/3/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Sep
A/SolomonIslands/3/2006	A/SolomonIslands/3/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	320	MRC2007Sep2
A/Stockholm/17/2006	A/Stockholm/17/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Stockholm/23/06	A/Stockholm/23/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Mar
A/StPetersburg/10/2007	A/StPetersburg/10/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	320	MRC2007Sep2
A/St.Petersburg/24/07	A/StPetersburg/24/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	<40	MRC2007Sep
A/StPetersburg/43/07-E	A/StPetersburg/43/2007-E	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Sep2
A/StPetersburg/7/2006	A/StPetersburg/7/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/St.Petersburg/8/2007	A/StPetersburg/8/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Mar
A/StPetersburg/83/07	A/StPetersburg/83/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Sep
A/StPetersburg/96/2007	A/StPetersburg/96/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Sep
A/StPetersburg/96/2007	A/StPetersburg/96/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Sep2
A/Switzerland/7425/2006	A/Switzerland/7425/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	2560	MRC2006Sep
A/Sydney/207/2007	A/Sydney/207/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep2
A/Texas/5/2007	A/Texas/5/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Sep2
A/Thessaloniki/24/05	A/Thessaloniki/24/2005	2005	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/Thessaloniki/24/05	A/Thessaloniki/24/2005	2005	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Mar
A/Thessaloniki/24/05	A/Thessaloniki/24/2005	2005	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Sep
A/Thessaloniki/24/05	A/Thessaloniki/24/2005	2005	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2007Sep2
A/Trieste/14c/2007	A/Trieste/14c/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Mar
A/Trieste/34c/2007	A/Trieste/34c/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Mar
A/Tula/5/07	A/Tula/5/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	640	MRC2007Sep
A/Ulaanbaatar/116/2007	A/Ulaanbaatar/116/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Sep2
A/Ulaanbaatar/2212/2007	A/Ulaanbaatar/2212/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	40	MRC2007Sep
A/Vienna/337855/07	A/Vienna/337855/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	80	MRC2007Sep
A/Warsaw/9/07	A/Warsaw/9/2007	2007	A/Egypt/39/05	A/Egypt/39/2005	2005	320	MRC2007Sep
A/Zagreb/4622/2006	A/Zagreb/4622/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	1280	MRC2006Sep
A/SolomonIslands/3/2006	A/SolomonIslands/3/2006	2006	A/Egypt/39/05	A/Egypt/39/2005	2005	160	MRC2007Mar
A/Akita/25/02	A/Akita/25/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2002
A/Algeria/G51/2006	A/Algeria/G51/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Auckland/2/02	A/Auckland/2/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2002
A/Austria/207244/2005	A/Austria/207244/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/BadenWurttemberg/362/2005	A/BadenWurttemberg/362/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	<40	MRC2006Mar
A/Bangkok/1544/2004	A/Bangkok/1544/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/Barcelona/259/2006	A/Barcelona/259/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/Barcelona/261/2006	A/Barcelona/261/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Barcelona/69830/03	A/Barcelona/69830/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2003
A/Bayern/7/95	A/Bayern/7/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	40	MRC2002
A/Bayern/7/95	A/Bayern/7/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	40	MRC2003
A/Beijing/262/95	A/Beijing/262/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2002
A/Beijing/262/95	A/Beijing/262/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2003
A/Beijing/262/95	A/Beijing/262/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2004
A/Beijing/262/1996	A/Beijing/262/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2005Feb
A/Beijing/262/96	A/Beijing/262/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2005Sep
A/Beijing/262/96	A/Beijing/262/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/Beijing/262/96	A/Beijing/262/1995	1995	A/Eg/96/02	A/Egypt/96/2002	2002	160	MRC2006Sep
A/Belgium/338/02	A/Belgium/338/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Belgium/740/2005	A/Belgium/740/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Belgrade/1062/03	A/Belgrade/1062/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Berlin/15/2006	A/Berlin/15/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	160	MRC2006Sep
A/Bucharest/796/03	A/Bucharest/796/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2003
A/Chile/8885/02	A/Chile/8885/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2004
A/Chile/8885/2002	A/Chile/8885/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2005Feb
A/Clermont-F/26/06	A/Clermont-F/26/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2006Mar
A/Congo/6/02	A/Congo/6/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2003
A/Constanta/619/2006	A/Constanta/619/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Constanta/879/02	A/Constanta/879/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2002
A/Dakar/13/03	A/Dakar/13/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2003
A/Dakar/51/02	A/Dakar/51/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2003
A/Dakar/68/03	A/Dakar/68/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/Dakar/79/2004	A/Dakar/79/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2005Feb
A/Dakar/80/2004	A/Dakar/80/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/Dakar/88/03	A/Dakar/88/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/Denmark/22/2005	A/Denmark/22/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Denmark/3/2005	A/Denmark/3/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/Denmark/5/2005	A/Denmark/5/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/Denmark/56/03	A/Denmark/56/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2003
A/Denmark/86/03	A/Denmark/86/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/Egypt/136/2005	A/Egypt/136/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/Egypt/163/2006	A/Egypt/163/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Egypt/214/2006	A/Egypt/214/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/Egypt/39/2005	A/Egypt/39/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Egypt/96/02	A/Egypt/96/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Egypt/96/02	A/Egypt/96/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2003
A/Egypt/96/02	A/Egypt/96/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/Egypt/96/2002	A/Egypt/96/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/Egypt/96/2002	A/Egypt/96/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Egypt/96/02	A/Egypt/96/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2006Mar
A/Egypt/96/02	A/Egypt/96/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/England/40/04	A/England/40/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2004
A/England/473/2006	A/England/473/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/England/488/2005	A/England/488/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/England/57/2004	A/England/57/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/England/69/2004	A/England/69/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/Finland/108/02	A/Finland/108/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2002
A/Finland/294/03	A/Finland/294/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Finland/299/03	A/Finland/299/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Finland/610/2005	A/Finland/610/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Finland/731/2006	A/Finland/731/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Florida/4/2004	A/Florida/4/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/Geneva/3762/03	A/Geneva/3762/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Geneva/4099/03	A/Geneva/4099/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Geneva/8619/2005	A/Geneva/8619/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2005Sep
A/Hessen/15/2005	A/Hessen/15/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/HongKong/1252/00	A/HongKong/1252/2000	2000	A/Eg/96/02	A/Egypt/96/2002	2002	160	MRC2002
A/HongKong/1670/02	A/HongKong/1670/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2003
A/HongKong/2637/2004	A/HongKong/2637/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/HongKong/2637/2004	A/HongKong/2637/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2005Sep
A/HongKong/2637/04	A/HongKong/2637/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/HongKong/2637/2004	A/HongKong/2637/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	160	MRC2006Sep
A/HongKong/2765/04	A/HongKong/2765/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	160	MRC2004
A/HongKong/35/2006	A/HongKong/35/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2006Mar
A/HongKong/4555/2004	A/HongKong/4555/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2005Feb
A/HongKong/456/2006	A/HongKong/456/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	40	MRC2006Sep
A/HongKong/4580/2004	A/HongKong/4580/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2005Feb
A/HongKong/4596/2004	A/HongKong/4596/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2005Feb
A/HongKong/4922/2005	A/HongKong/4922/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/HongKong/841/02	A/HongKong/841/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2002
A/HongKong/948/2006	A/HongKong/948/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Hungary/2/03	A/Hungary/2/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2004
A/Hungary/7/03	A/Hungary/7/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2003
A/Iceland/123/03	A/Iceland/123/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/Iceland/46/03	A/Iceland/46/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2003
A/Iceland/61/03	A/Iceland/61/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/Inverness/5824106/02	A/Inverness/5824106/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Iran/239/2005	A/Iran/239/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Ireland/3407/02	A/Ireland/3407/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Israel/2/03	A/Israel/2/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2003
A/Istanbul/540/2006	A/Istanbul/540/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Johannesburg/131/2006	A/Johannesburg/131/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Johannesburg/28/2005	A/Johannesburg/28/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Johannesburg/452/2005	A/Johannesburg/452/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Johannesburg/5/02	A/Johannesburg/5/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Kaliningrad/2187/02	A/Kaliningrad/2187/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Khabarovsk/21/2006	A/Khabarovsk/21/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Kzasnoyarsk/46e/2005	A/Kzasnoyarsk/46e/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Latvia/1381/03	A/Latvia/1381/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2003
A/Latvia/1951/2006	A/Latvia/1951/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	160	MRC2006Mar
A/Latvia/4216/2005	A/Latvia/4216/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2005Sep
A/Latvia/5172/2006	A/Latvia/5172/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Lisbon/13/2006	A/Lisbon/13/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/Lisbon/17/2005	A/Lisbon/17/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Feb
A/Lisbon/2/02	A/Lisbon/2/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Lisbon/2/03	A/Lisbon/2/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2003
A/Lisbon/4/02	A/Lisbon/4/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2002
A/Lisbon/40/2006	A/Lisbon/40/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Sep
A/Lisbon/55/2005	A/Lisbon/55/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Lisbon/94/2005	A/Lisbon/94/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2006Mar
A/Lyon/1541/02	A/Lyon/1541/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Lyon/1723/02	A/Lyon/1723/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Lyon/807/02	A/Lyon/807/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Lyon/CHU/2/06	A/Lyon/CHU/2/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/Lyon/CHU/28824/04	A/Lyon/CHU/28824/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/LyonGI/346/03	A/LyonGI/346/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/Madagascar/2309/2005	A/Madagascar/2309/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2006Mar
A/Madagascar/57794/00	A/Madagascar/57794/2000	2000	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2002
A/Madagascar/57794/00	A/Madagascar/57794/2000	2000	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Madrid/RR1045/02	A/Madrid/RR1045/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Montpellier/1120/02	A/Montpellier/1120/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2002
A/Montpellier/493/2006	A/Montpellier/493/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	160	MRC2006Sep
A/Montpellier/937/2005	A/Montpellier/937/2005	2005	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2005Sep
A/Morocco/275/04	A/Morocco/275/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2004
A/Morocco/434/04	A/Morocco/434/2004	2004	A/Eg/96/02	A/Egypt/96/2002	2002	320	MRC2004
A/Moscow/50/2006	A/Moscow/50/2006	2006	A/Eg/96/02	A/Egypt/96/2002	2002	160	MRC2006Sep
A/Moscow/6/03	A/Moscow/6/2003	2003	A/Eg/96/02	A/Egypt/96/2002	2002	640	MRC2003
A/Navarra/RR1252/02	A/Navarra/RR1252/2002	2002	A/Eg/96/02	A/Egypt/96/2002	2002	1280	MRC2003
